"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",348.163,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",348.084,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",349.583,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2017","2017",348.955,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",343.168,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",339.291,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",355.117,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",358.247,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2018","2018",360.865,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",373.234,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",359.767,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",356.146,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",354.312,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2013","2013",518.17,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",508.884,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",516.301,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",512.166,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",535.326,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2014","2014",522.584,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",505.072,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",502.342,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",535.791,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",547.132,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2015","2015",515.21,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",492.694,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",503.496,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",533.457,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",531.195,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2016","2016",523.077,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",526.42,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",506.299,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",533.098,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",526.492,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2017","2017",536.886,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",518.9,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",533.668,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",559.708,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",535.267,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2018","2018",551.057,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",553.315,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",519.347,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",552.929,,
"ITF6","Calabria","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",578.638,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2013","2013",787.007,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",778.869,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",797.885,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",778.548,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",792.727,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2014","2014",788.779,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",773.085,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",776.144,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",805.335,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",800.554,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2015","2015",799.091,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",789.272,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",798.287,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",812.464,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",796.342,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2016","2016",813.669,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",822.286,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",800.16,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",813.579,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",818.651,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2017","2017",815.393,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",786.409,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",810.6,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",832.926,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",831.637,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2018","2018",810.252,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",797.113,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",808.601,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",820.677,,
"ITC1","Piemonte","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",814.617,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2013","2013",207.307,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",209.109,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",202.472,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",211.36,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",206.289,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2014","2014",210.33,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",204.511,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",209.896,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",211.742,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",215.17,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2015","2015",212.585,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",210.504,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",212.063,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",207.331,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",220.444,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2016","2016",214.912,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",215.795,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",208.804,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",211.965,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",223.086,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2017","2017",220.762,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",214.056,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",220.822,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",224.82,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",223.351,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2018","2018",224.479,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",218.578,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",223.367,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",227.785,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",228.183,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2013","2013",2043.124,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",2042.917,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",2040.213,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",2054.72,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",2034.647,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2014","2014",2065.085,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",2080.04,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",2040.642,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",2070.648,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",2069.012,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2015","2015",2051.552,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",2028.172,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",2070.508,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",2043.394,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",2064.135,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2016","2016",2081.205,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",2102.859,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",2043.255,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",2087.43,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",2091.277,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2017","2017",2125.69,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",2105.755,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",2136.913,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",2131.281,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",2128.812,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2018","2018",2139.16,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",2165.882,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",2138.45,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",2116.093,,
"ITD3","Veneto","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",2136.213,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2013","2013",678.738,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",650.163,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",676.023,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",703.48,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",685.287,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2014","2014",685.795,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",675.465,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",675.073,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",705.058,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",687.583,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2015","2015",704.182,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",691.137,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",708.683,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",702.523,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",714.384,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2016","2016",699.228,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",701.237,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",682.427,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",702.929,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",710.32,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2017","2017",717.898,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",713.331,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",717.947,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",720.021,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",720.291,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2018","2018",723.64,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",737.491,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",720.811,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",714.33,,
"ITE1","Toscana","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",721.929,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2013","2013",983.729,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",987.217,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",981.45,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",988.107,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",978.143,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2014","2014",984.24,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",986.61,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",980.044,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",981.962,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",988.343,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2015","2015",999.669,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",985.33,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",994.237,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",1008.953,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",1010.156,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2016","2016",997.172,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",991.102,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",981.323,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",1008.436,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",1007.827,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2017","2017",1003.852,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",989.965,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",994.62,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",1024.667,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",1006.156,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2018","2018",1021.397,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",1020.249,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",1010.323,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",1027.348,,
"ITC1","Piemonte","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",1027.668,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2013","2013",54.676,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",53.469,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",54.271,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",55.333,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",55.632,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2014","2014",55.129,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",55.505,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",54.738,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",54.477,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",55.797,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2015","2015",54.828,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",56.015,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",55.007,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",53.294,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",54.998,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2016","2016",54.423,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",54.507,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",54.621,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",53.488,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",55.077,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2017","2017",54.701,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",54.559,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",53.878,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",55.079,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",55.289,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2018","2018",54.969,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",54.527,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",55.594,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",54.138,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",55.616,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2013","2013",472.274,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",471.384,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",463.6,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",477.008,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",477.102,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2014","2014",475.784,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",473.243,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",468.796,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",473.539,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",487.559,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2015","2015",477.166,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",470.238,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",476.305,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",471.919,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",490.203,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2016","2016",481.372,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",482.296,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",472.867,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",476.074,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",494.252,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2017","2017",489.728,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",473.059,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",488.04,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",494.325,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",503.488,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2018","2018",495.663,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",488.536,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",487.879,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",498.995,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",507.244,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2013","2013",1192.091,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",1182.042,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",1180.503,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",1198.378,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",1207.442,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2014","2014",1195.635,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",1191.678,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",1178.643,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",1212.156,,
