"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",284.118,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",286.679,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2016","2016",280.981,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",278.117,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",279.82,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",282.218,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",283.768,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2017","2017",282.713,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",278.798,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",287.145,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",281.448,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",283.462,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2018","2018",284.651,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",284.77,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",283.152,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",284.965,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",285.718,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2013","2013",1844.368,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",1820.23,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",1859.073,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",1847.687,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",1850.484,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2014","2014",1851.116,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",1866.376,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",1831.666,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",1851.676,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",1854.748,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2015","2015",1837.474,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",1833.434,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",1836.135,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",1866.821,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",1813.508,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2016","2016",1868.871,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",1879.089,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",1874.333,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",1884.035,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",1838.028,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2017","2017",1908.965,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",1917.332,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",1936.319,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",1896.996,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",1885.212,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2018","2018",1918.611,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",1955.004,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",1903.026,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",1940.166,,
"ITC4","Lombardia","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",1876.248,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2013","2013",109.634,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",108.115,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",109.568,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",110.564,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",110.288,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2014","2014",114.965,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",117.238,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",110.901,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",116.404,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",115.317,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2015","2015",119.772,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",115.317,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",119.612,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",120.09,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",124.07,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2016","2016",118.993,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",117.53,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",118.359,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",120.195,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",119.89,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2017","2017",118.202,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",115.186,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",121.319,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",115.871,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",120.432,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2018","2018",117.655,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",120.226,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",115.461,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",113.621,,
"ITF5","Basilicata","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",121.312,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2013","2013",322.988,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",319.451,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",324.575,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",320.201,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",327.724,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2014","2014",322.463,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",323.782,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",312.698,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",325.63,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",327.742,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2015","2015",328.93,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",321.292,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",328.405,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",331.467,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",334.557,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2016","2016",329.799,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",331.634,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",324.739,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",321.375,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",341.45,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2017","2017",331.757,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",318.031,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",333.933,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",327.931,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",347.132,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2018","2018",336.863,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",339.383,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",327.142,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",322.171,,
"ITG2","Sardegna","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",358.757,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2013","2013",853.662,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",842.747,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",863.027,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",846.763,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",862.111,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2014","2014",846.729,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",858.285,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",840.124,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",849.346,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",839.163,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2015","2015",853.075,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",850.89,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",850.233,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",862.572,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",848.607,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2016","2016",888.224,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",896.082,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",868.537,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",900.17,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",888.107,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2017","2017",887.512,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",899.867,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",894.154,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",873.544,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",882.483,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2018","2018",897.892,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",917.008,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",889.154,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",894.477,,
"ITD5","Emilia-Romagna","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",890.928,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2013","2013",1261.803,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",1265.354,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",1265.229,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",1259.191,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",1257.438,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2014","2014",1290.706,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",1309.502,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",1255.726,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",1288.023,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",1309.573,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2015","2015",1303.433,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",1272.347,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",1306.02,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",1310.829,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",1324.537,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2016","2016",1317.351,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",1328.569,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2016-Q1","T1-2016",1290.081,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2016-Q4","T4-2016",1331.546,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2016-Q3","T3-2016",1319.207,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2017","2017",1339.018,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2017-Q1","T1-2017",1330.395,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2017-Q2","T2-2017",1322.701,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2017-Q4","T4-2017",1357.622,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2017-Q3","T3-2017",1345.353,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2018","2018",1339.269,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2018-Q2","T2-2018",1329.106,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2018-Q1","T1-2018",1326.943,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2018-Q4","T4-2018",1339.521,,
"ITE4","Lazio","1","maschi","Y_GE15","15 anni e più","2018-Q3","T3-2018",1361.505,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2013","2013",406.321,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",418.699,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",416.855,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",394.642,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",395.087,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2014","2014",401.524,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",420.127,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",410.745,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",383.989,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",391.233,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2015","2015",414.16,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",403.904,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",425.102,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",397.854,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",429.78,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2016","2016",424.487,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",427.919,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",392.525,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",425.017,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",452.487,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2017","2017",428.502,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",406.202,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",428.787,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",437.854,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",441.166,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2018","2018",442.522,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",466.038,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",424.722,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",435.512,,
"ITF4","Puglia","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",443.818,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2013","2013",68.988,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2013-Q1","T1-2013",67.2,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2013-Q2","T2-2013",69.743,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2013-Q4","T4-2013",69.422,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2013-Q3","T3-2013",69.585,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2014","2014",67.453,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2014-Q2","T2-2014",67.547,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2014-Q1","T1-2014",64.318,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2014-Q4","T4-2014",66.568,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2014-Q3","T3-2014",71.378,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2015","2015",69.045,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2015-Q1","T1-2015",66.713,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2015-Q2","T2-2015",72.754,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2015-Q4","T4-2015",68.792,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2015-Q3","T3-2015",67.922,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2016","2016",73.509,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2016-Q2","T2-2016",75.331,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2016-Q1","T1-2016",68,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2016-Q4","T4-2016",76.887,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2016-Q3","T3-2016",73.817,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2017","2017",70.157,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2017-Q1","T1-2017",68.138,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2017-Q2","T2-2017",69.499,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2017-Q4","T4-2017",73.525,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2017-Q3","T3-2017",69.465,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2018","2018",69.316,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2018-Q2","T2-2018",67.528,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2018-Q1","T1-2018",70.823,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2018-Q4","T4-2018",71.177,,
"ITF5","Basilicata","2","femmine","Y_GE15","15 anni e più","2018-Q3","T3-2018",67.736,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2013","2013",1904.093,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2013-Q1","T1-2013",1867.656,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2013-Q2","T2-2013",1917.131,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2013-Q4","T4-2013",1899.914,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2013-Q3","T3-2013",1931.67,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2014","2014",1911.463,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2014-Q2","T2-2014",1928.754,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2014-Q1","T1-2014",1870.947,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2014-Q4","T4-2014",1917.113,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2014-Q3","T3-2014",1929.04,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2015","2015",1918.318,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2015-Q1","T1-2015",1891.421,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2015-Q2","T2-2015",1921.574,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2015-Q4","T4-2015",1933.6,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2015-Q3","T3-2015",1926.679,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2016","2016",1967.141,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2016-Q2","T2-2016",1979.171,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2016-Q1","T1-2016",1926.123,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2016-Q4","T4-2016",1989.31,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2016-Q3","T3-2016",1973.959,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2017","2017",1973.043,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2017-Q1","T1-2017",1972.76,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2017-Q2","T2-2017",1986.698,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2017-Q4","T4-2017",1963.835,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2017-Q3","T3-2017",1968.878,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2018","2018",2004.879,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2018-Q2","T2-2018",2031.226,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2018-Q1","T1-2018",1966.956,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2018-Q4","T4-2018",2006.38,,
"ITD5","Emilia-Romagna","9","totale","Y_GE15","15 anni e più","2018-Q3","T3-2018",2014.954,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2013","2013",346.746,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2013-Q1","T1-2013",343.667,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2013-Q2","T2-2013",350.623,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2013-Q4","T4-2013",338.84,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2013-Q3","T3-2013",353.852,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2014","2014",350.974,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2014-Q2","T2-2014",357.123,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2014-Q1","T1-2014",350.159,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2014-Q4","T4-2014",348.166,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2014-Q3","T3-2014",348.448,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2015","2015",353.648,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2015-Q1","T1-2015",354.946,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2015-Q2","T2-2015",355.54,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2015-Q4","T4-2015",351.084,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2015-Q3","T3-2015",353.024,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2016","2016",350.135,,
"ITE3","Marche","1","maschi","Y_GE15","15 anni e più","2016-Q2","T2-2016",354.71,,
